51.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,INFO
18:05:53.2 (262708775)|VARIABLE_ASSIGNMENT|[22]|standardPBE|{"Pricebook2Id":"01s1X000002dEQuQAM","Product2Id":"01t1X000006rqWQQAY","UnitPrice":1000,"IsActive":true}|0x1ab97258
18:05:53.2 (262717654)|STATEMENT_EXECUTE|[23]
18:05:53.2 (262743208)|HEAP_ALLOCATE|[23]|Bytes:8
18:05:53.2 (262754275)|DML_BEGIN|[23]|Op:Insert|Type:PricebookEntry|Rows:1
18:05:53.2 (262812428)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (286475023)|DML_END|[23]
18:05:53.2 (286517737)|STATEMENT_EXECUTE|[27]
18:05:53.2 (286548747)|HEAP_ALLOCATE|[27]|Bytes:4
18:05:53.2 (286657554)|VARIABLE_ASSIGNMENT|[27]|this.Pricebook2Id|"01s1X000002dH5TQAU"|0x6526a698
18:05:53.2 (286695795)|VARIABLE_ASSIGNMENT|[27]|this.Product2Id|"01t1X000006rqWQQAY"|0x6526a698
18:05:53.2 (286721425)|HEAP_ALLOCATE|[27]|Bytes:28
18:05:53.2 (286751773)|VARIABLE_ASSIGNMENT|[27]|this.UnitPrice|1020|0x6526a698
18:05:53.2 (286777451)|VARIABLE_ASSIGNMENT|[27]|this.UseStandardPrice|false|0x6526a698
18:05:53.2 (286801515)|VARIABLE_ASSIGNMENT|[27]|this.IsActive|true|0x6526a698
18:05:53.2 (286843016)|VARIABLE_SCOPE_BEGIN|[27]|pbe|PricebookEntry|true|false
18:05:53.2 (286882259)|VARIABLE_ASSIGNMENT|[27]|pbe|{"Pricebook2Id":"01s1X000002dH5TQAU","Product2Id":"01t1X000006rqWQQAY","UnitPrice":1020,"UseStandardPrice":false,"IsActive":true}|0x6526a698
18:05:53.2 (286893551)|STATEMENT_EXECUTE|[34]
18:05:53.2 (286930103)|HEAP_ALLOCATE|[34]|Bytes:8
18:05:53.2 (286941154)|DML_BEGIN|[34]|Op:Insert|Type:PricebookEntry|Rows:1
18:05:53.2 (286991115)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (299864315)|DML_END|[34]
18:05:53.2 (299901080)|STATEMENT_EXECUTE|[37]
18:05:53.2 (299965576)|HEAP_ALLOCATE|[37]|Bytes:4
18:05:53.2 (300179610)|VARIABLE_ASSIGNMENT|[37]|this.AccountId|"0011X00000oHyxdQAC"|0x47ed0e81
18:05:53.2 (300196316)|HEAP_ALLOCATE|[39]|Bytes:5
18:05:53.2 (300225438)|VARIABLE_ASSIGNMENT|[37]|this.Status|"Draft"|0x47ed0e81
18:05:53.2 (300332839)|HEAP_ALLOCATE|[40]|Bytes:4
18:05:53.2 (300415007)|VARIABLE_ASSIGNMENT|[37]|this.StartDate|"2021-04-01T00:00:00.000Z"|0x47ed0e81
18:05:53.2 (300455493)|VARIABLE_ASSIGNMENT|[37]|this.ContractTerm|24|0x47ed0e81
18:05:53.2 (300495204)|VARIABLE_SCOPE_BEGIN|[37]|ctrct|Contract|true|false
18:05:53.2 (300537919)|VARIABLE_ASSIGNMENT|[37]|ctrct|{"AccountId":"0011X00000oHyxdQAC","Status":"Draft","StartDate":"2021-04-01T00:00:00.000Z","ContractTerm":24}|0x47ed0e81
18:05:53.2 (300549961)|STATEMENT_EXECUTE|[44]
18:05:53.2 (300575754)|HEAP_ALLOCATE|[44]|Bytes:8
18:05:53.2 (300587114)|DML_BEGIN|[44]|Op:Insert|Type:Contract|Rows:1
18:05:53.2 (300633826)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (336563348)|DML_END|[44]
18:05:53.2 (336597265)|STATEMENT_EXECUTE|[47]
18:05:53.2 (336624466)|HEAP_ALLOCATE|[47]|Bytes:4
18:05:53.2 (336722610)|VARIABLE_ASSIGNMENT|[47]|this.AccountId|"0011X00000oHyxeQAC"|0x4f4b834d
18:05:53.2 (336747931)|VARIABLE_ASSIGNMENT|[47]|this.Status|"Draft"|0x4f4b834d
18:05:53.2 (336834526)|HEAP_ALLOCATE|[50]|Bytes:4
18:05:53.2 (336889364)|VARIABLE_ASSIGNMENT|[47]|this.StartDate|"2021-04-01T00:00:00.000Z"|0x4f4b834d
18:05:53.2 (336911558)|VARIABLE_ASSIGNMENT|[47]|this.ContractTerm|24|0x4f4b834d
18:05:53.2 (336948595)|VARIABLE_SCOPE_BEGIN|[47]|ctrct2|Contract|true|false
18:05:53.2 (336981506)|VARIABLE_ASSIGNMENT|[47]|ctrct2|{"AccountId":"0011X00000oHyxeQAC","Status":"Draft","StartDate":"2021-04-01T00:00:00.000Z","ContractTerm":24}|0x4f4b834d
18:05:53.2 (336990443)|STATEMENT_EXECUTE|[55]
18:05:53.2 (337056027)|HEAP_ALLOCATE|[55]|Bytes:74
18:05:53.2 (337076045)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
18:05:53.2 (337081587)|STATEMENT_EXECUTE|[1]
18:05:53.2 (337090897)|SYSTEM_METHOD_EXIT|[1]|Test
18:05:53.2 (337105454)|METHOD_ENTRY|[55]||System.Test.startTest()
18:05:53.2 (338704100)|METHOD_EXIT|[55]||System.Test.startTest()
18:05:53.2 (338720679)|STATEMENT_EXECUTE|[56]
18:05:53.2 (338780354)|HEAP_ALLOCATE|[56]|Bytes:4
18:05:53.2 (338948858)|VARIABLE_ASSIGNMENT|[56]|this.AccountId|"0011X00000oHyxdQAC"|0xe9c2c39
18:05:53.2 (339026793)|HEAP_ALLOCATE|[56]|Bytes:4
18:05:53.2 (339099726)|VARIABLE_ASSIGNMENT|[56]|this.EffectiveDate|"2021-04-01T00:00:00.000Z"|0xe9c2c39
18:05:53.2 (339159950)|VARIABLE_ASSIGNMENT|[56]|this.ContractId|"8001X000002WjwtQAC"|0xe9c2c39
18:05:53.2 (339181484)|VARIABLE_ASSIGNMENT|[56]|this.Status|"Draft"|0xe9c2c39
18:05:53.2 (339212095)|VARIABLE_ASSIGNMENT|[56]|this.Pricebook2Id|"01s1X000002dH5TQAU"|0xe9c2c39
18:05:53.2 (339233771)|HEAP_ALLOCATE|[56]|Bytes:28
18:05:53.2 (339263701)|VARIABLE_ASSIGNMENT|[56]|this.ShipmentCost__c|350|0xe9c2c39
18:05:53.2 (339292194)|VARIABLE_SCOPE_BEGIN|[56]|o1|Order|true|false
18:05:53.2 (339326958)|VARIABLE_ASSIGNMENT|[56]|o1|{"AccountId":"0011X00000oHyxdQAC","EffectiveDate":"2021-04-01T00:00:00.000Z","ContractId":"8001X000002WjwtQAC","Status":"Draft","Pricebook2Id":"01s1X000002dH5TQAU","ShipmentCost__c":350}|0xe9c2c39
18:05:53.2 (339336875)|STATEMENT_EXECUTE|[57]
18:05:53.2 (339359875)|HEAP_ALLOCATE|[57]|Bytes:8
18:05:53.2 (339369327)|DML_BEGIN|[57]|Op:Insert|Type:Order|Rows:1
18:05:53.2 (339407629)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (397354142)|DML_END|[57]
18:05:53.2 (397395421)|STATEMENT_EXECUTE|[58]
18:05:53.2 (397441706)|HEAP_ALLOCATE|[58]|Bytes:4
18:05:53.2 (397568644)|VARIABLE_ASSIGNMENT|[58]|this.AccountId|"0011X00000oHyxeQAC"|0xf3f9ffe
18:05:53.2 (397666227)|HEAP_ALLOCATE|[58]|Bytes:4
18:05:53.2 (397728715)|VARIABLE_ASSIGNMENT|[58]|this.EffectiveDate|"2021-04-01T00:00:00.000Z"|0xf3f9ffe
18:05:53.2 (397755415)|VARIABLE_ASSIGNMENT|[58]|this.ContractId|null|0xf3f9ffe
18:05:53.2 (397777661)|VARIABLE_ASSIGNMENT|[58]|this.Status|"Draft"|0xf3f9ffe
18:05:53.2 (397803638)|VARIABLE_ASSIGNMENT|[58]|this.Pricebook2Id|"01s1X000002dH5TQAU"|0xf3f9ffe
18:05:53.2 (397823190)|HEAP_ALLOCATE|[58]|Bytes:28
18:05:53.2 (397849578)|VARIABLE_ASSIGNMENT|[58]|this.ShipmentCost__c|650|0xf3f9ffe
18:05:53.2 (397894289)|VARIABLE_SCOPE_BEGIN|[58]|o2|Order|true|false
18:05:53.2 (397940970)|VARIABLE_ASSIGNMENT|[58]|o2|{"AccountId":"0011X00000oHyxeQAC","EffectiveDate":"2021-04-01T00:00:00.000Z","Status":"Draft","Pricebook2Id":"01s1X000002dH5TQAU","ShipmentCost__c":650}|0xf3f9ffe
18:05:53.2 (397951046)|STATEMENT_EXECUTE|[59]
18:05:53.2 (397975782)|HEAP_ALLOCATE|[59]|Bytes:8
18:05:53.2 (397984773)|DML_BEGIN|[59]|Op:Insert|Type:Order|Rows:1
18:05:53.2 (398029731)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (415610872)|DML_END|[59]
18:05:53.2 (415654735)|STATEMENT_EXECUTE|[61]
18:05:53.2 (415733591)|HEAP_ALLOCATE|[61]|Bytes:4
18:05:53.2 (415985272)|VARIABLE_ASSIGNMENT|[61]|this.OrderId|"8011X000002CvRUQA0"|0x60f8dfee
18:05:53.2 (416043823)|VARIABLE_ASSIGNMENT|[61]|this.PricebookEntryId|"01u1X00000YceH2QAJ"|0x60f8dfee
18:05:53.2 (416080232)|HEAP_ALLOCATE|[61]|Bytes:28
18:05:53.2 (416088380)|HEAP_ALLOCATE|[61]|Bytes:28
18:05:53.2 (416119782)|VARIABLE_ASSIGNMENT|[61]|this.Quantity|10|0x60f8dfee
18:05:53.2 (416134274)|HEAP_ALLOCATE|[61]|Bytes:28
18:05:53.2 (416159581)|VARIABLE_ASSIGNMENT|[61]|this.UnitPrice|150|0x60f8dfee
18:05:53.2 (416201350)|VARIABLE_SCOPE_BEGIN|[61]|oi1|OrderItem|true|false
18:05:53.2 (416243661)|VARIABLE_ASSIGNMENT|[61]|oi1|{"OrderId":"8011X000002CvRUQA0","PricebookEntryId":"01u1X00000YceH2QAJ","Quantity":10,"UnitPrice":150}|0x60f8dfee
18:05:53.2 (416254642)|STATEMENT_EXECUTE|[62]
18:05:53.2 (416292615)|HEAP_ALLOCATE|[62]|Bytes:8
18:05:53.2 (416303867)|DML_BEGIN|[62]|Op:Insert|Type:OrderItem|Rows:1
18:05:53.2 (416355513)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (477249167)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Order
18:05:53.2 (481236551)|CODE_UNIT_FINISHED|Workflow:Order
18:05:53.2 (486638847)|DML_END|[62]
18:05:53.2 (486678672)|STATEMENT_EXECUTE|[63]
18:05:53.2 (486711993)|HEAP_ALLOCATE|[63]|Bytes:4
18:05:53.2 (486828261)|VARIABLE_ASSIGNMENT|[63]|this.OrderId|"8011X000002CvRUQA0"|0x3efc3af5
18:05:53.2 (486866127)|VARIABLE_ASSIGNMENT|[63]|this.PricebookEntryId|"01u1X00000YceH2QAJ"|0x3efc3af5
18:05:53.2 (486891931)|HEAP_ALLOCATE|[63]|Bytes:28
18:05:53.2 (486920556)|VARIABLE_ASSIGNMENT|[63]|this.Quantity|20|0x3efc3af5
18:05:53.2 (486932643)|HEAP_ALLOCATE|[63]|Bytes:28
18:05:53.2 (486955039)|VARIABLE_ASSIGNMENT|[63]|this.UnitPrice|1000|0x3efc3af5
18:05:53.2 (486998152)|VARIABLE_SCOPE_BEGIN|[63]|oi2|OrderItem|true|false
18:05:53.2 (487040506)|VARIABLE_ASSIGNMENT|[63]|oi2|{"OrderId":"8011X000002CvRUQA0","PricebookEntryId":"01u1X00000YceH2QAJ","Quantity":20,"UnitPrice":1000}|0x3efc3af5
18:05:53.2 (487053316)|STATEMENT_EXECUTE|[64]
18:05:53.2 (487089957)|HEAP_ALLOCATE|[64]|Bytes:8
18:05:53.2 (487100916)|DML_BEGIN|[64]|Op:Insert|Type:OrderItem|Rows:1
18:05:53.2 (487153330)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (533993479)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Order
18:05:53.2 (534042988)|CODE_UNIT_FINISHED|Workflow:Order
18:05:53.2 (538731318)|DML_END|[64]
18:05:53.2 (538769091)|STATEMENT_EXECUTE|[66]
18:05:53.2 (538802059)|HEAP_ALLOCATE|[66]|Bytes:4
18:05:53.2 (538906205)|VARIABLE_ASSIGNMENT|[66]|this.OrderId|"8011X000002CvRVQA0"|0x3d876847
18:05:53.2 (538935505)|VARIABLE_ASSIGNMENT|[66]|this.PricebookEntryId|"01u1X00000YceH2QAJ"|0x3d876847
18:05:53.2 (538963688)|HEAP_ALLOCATE|[66]|Bytes:28
18:05:53.2 (538986014)|VARIABLE_ASSIGNMENT|[66]|this.Quantity|50|0x3d876847
18:05:53.2 (538995650)|HEAP_ALLOCATE|[66]|Bytes:28
18:05:53.2 (539012278)|VARIABLE_ASSIGNMENT|[66]|this.UnitPrice|150|0x3d876847
18:05:53.2 (539055486)|VARIABLE_SCOPE_BEGIN|[66]|o2i1|OrderItem|true|false
18:05:53.2 (539090829)|VARIABLE_ASSIGNMENT|[66]|o2i1|{"OrderId":"8011X000002CvRVQA0","PricebookEntryId":"01u1X00000YceH2QAJ","Quantity":50,"UnitPrice":150}|0x3d876847
18:05:53.2 (539099554)|STATEMENT_EXECUTE|[67]
18:05:53.2 (539130730)|HEAP_ALLOCATE|[67]|Bytes:8
18:05:53.2 (539139942)|DML_BEGIN|[67]|Op:Insert|Type:OrderItem|Rows:1
18:05:53.2 (539182856)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (571147020)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Order
18:05:53.2 (571197949)|CODE_UNIT_FINISHED|Workflow:Order
18:05:53.2 (582870800)|DML_END|[67]
18:05:53.2 (582910222)|STATEMENT_EXECUTE|[68]
18:05:53.2 (582941673)|HEAP_ALLOCATE|[68]|Bytes:4
18:05:53.2 (583049773)|VARIABLE_ASSIGNMENT|[68]|this.OrderId|"8011X000002CvRVQA0"|0x131a1bd
18:05:53.2 (583103965)|VARIABLE_ASSIGNMENT|[68]|this.PricebookEntryId|"01u1X00000YceH2QAJ"|0x131a1bd
18:05:53.2 (583132216)|HEAP_ALLOCATE|[68]|Bytes:28
18:05:53.2 (583156104)|VARIABLE_ASSIGNMENT|[68]|this.Quantity|70|0x131a1bd
18:05:53.2 (583165134)|HEAP_ALLOCATE|[68]|Bytes:28
18:05:53.2 (583181903)|VARIABLE_ASSIGNMENT|[68]|this.UnitPrice|1000|0x131a1bd
18:05:53.2 (583225292)|VARIABLE_SCOPE_BEGIN|[68]|o2i2|OrderItem|true|false
18:05:53.2 (583259282)|VARIABLE_ASSIGNMENT|[68]|o2i2|{"OrderId":"8011X000002CvRVQA0","PricebookEntryId":"01u1X00000YceH2QAJ","Quantity":70,"UnitPrice":1000}|0x131a1bd
18:05:53.2 (583268140)|STATEMENT_EXECUTE|[69]
18:05:53.2 (583299252)|HEAP_ALLOCATE|[69]|Bytes:8
18:05:53.2 (583308369)|DML_BEGIN|[69]|Op:Insert|Type:OrderItem|Rows:1
18:05:53.2 (583348642)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:05:53.2 (615405482)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Order
18:05:53.2 (615472456)|CODE_UNIT_FINISHED|Workflow:Order
18:05:53.2 (619969837)|DML_END|[69]
18:05:53.2 (620007011)|STATEMENT_EXECUTE|[71]
18:05:53.2 (620073281)|HEAP_ALLOCATE|[71]|Bytes:4
18:05:53.2 (620204938)|VARIABLE_SCOPE_BEGIN|[71]|listo|List<Order>|true|false
18:05:53.2 (620222266)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (620246768)|VARIABLE_ASSIGNMENT|[71]|listo|[]|0x3b6ec00
18:05:53.2 (620255166)|STATEMENT_EXECUTE|[72]
18:05:53.2 (620308830)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (620320008)|STATEMENT_EXECUTE|[73]
18:05:53.2 (620335033)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:05:53.2 (620343150)|STATEMENT_EXECUTE|[75]
18:05:53.2 (620404069)|DML_BEGIN|[75]|Op:Update|Type:Order|Rows:2
18:05:53.2 (620453992)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
18:05:53.2 (646748715)|CODE_UNIT_STARTED|[EXTERNAL]|01q1X000001DsDr|UpdateAccountTurnover on Order trigger event AfterUpdate|__sfdc_trigger/UpdateAccountTurnover
18:05:53.2 (646816235)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
18:05:53.2 (646879941)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
18:05:53.2 (647018822)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:05:53.2 (647032133)|VARIABLE_SCOPE_BEGIN|[1]|this|UpdateAccountTurnover|true|false
18:05:53.2 (647109174)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x184dd846
18:05:53.2 (647140883)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:05:53.2 (647148648)|VARIABLE_SCOPE_BEGIN|[1]|this|UpdateAccountTurnover|true|false
18:05:53.2 (647162334)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x184dd846
